Book,Time,Action,Bonus,Change,Balance
Draftkings,2021-12-09 20:28:00,Winnings,,13.28,215.28
Draftkings,2021-12-09 20:29:00,Winnings,,3.91,219.19
Draftkings,2021-12-09 22:40:00,Winnings,Bonus,1.0,220.19
Fanduel,2021-12-10 22:07:00,Wager,,-1.0,513.6
Fanduel,2021-12-10 22:19:00,Winnings,,7.5,521.1
Fanduel,2021-12-11 19:42:00,Wager,,-10.0,511.1
Fanduel,2021-12-11 19:48:00,Wager,,-10.0,501.1
Fanduel,2021-12-11 20:01:00,Wager,,-5.0,496.1
Fanduel,2021-12-12 01:02:00,Wager,,-5.0,491.1
Fanduel,2021-12-12 01:05:00,Wager,,-5.0,486.1
Draftkings,2021-12-12 12:52:00,Wager,,-1.0,219.19
Draftkings,2021-12-12 12:56:00,Wager,,-7.0,212.19
Fanduel,2021-12-12 15:18:00,Wager,,-2.0,484.1
Fanduel,2021-12-12 16:35:00,Winnings,,2.87,486.97
Fanduel,2021-12-12 21:57:00,Winnings,,20.0,506.97
Fanduel,2021-12-12 22:07:00,Wager,,-5.0,501.97
Fanduel,2021-12-13 13:16:00,Wager,,-5.0,496.97
Fanduel,2021-12-13 23:18:00,Winnings,Bonus,10.0,506.97
Draftkings,2021-12-14 14:47:00,Wager,,-12.19,200.0
Fanduel,2021-12-14 14:50:00,Wager,,-3.0,503.97
Fanduel,2021-12-14 14:56:00,Wager,,-10.0,493.97
Fanduel,2021-12-14 14:58:00,Wager,,-3.0,490.97
Fanduel,2021-12-14 19:42:00,Winnings,,7.5,498.47
Fanduel,2021-12-14 21:58:00,Winnings,Bonus,10.0,508.47
Draftkings,2021-12-15 00:44:00,Winnings,,23.27,223.27
Draftkings,2021-12-15 00:44:00,Winnings,,5.54,228.81
Draftkings,2021-12-15 00:46:00,Winnings,Bonus,1.0,229.81
Fanduel,2021-12-15 20:57:00,Wager,,-5.0,503.47
Fanduel,2021-12-15 22:12:00,Winnings,,7.27,510.74
Draftkings,2021-12-16 10:56:00,Wager,,-17.0,212.81
Fanduel,2021-12-16 11:24:00,Wager,,-3.0,507.74
